Test URL (url),Report Suite (rs),Status Code (status),Page Name (pageName),Site Section (ch),Server (server),Campaign (v0),Hit Type (v1),Timestamp (v2),Pageview ID (v3),Library Version (v4),Adobe Analytics ID (v5),Google Analytics ID (v6),Site Country (v7),Previous Page Name (v8),Previous Page URL (v9),Page Type (v10),Page Protocol (v13),Page Domain (v14),Page Path (v15),Page Query String (v16),Page Fragment (v17),Page Document Title (v18),Personalization Variants (v32),Procore ID (v35),Procore User Type (v36),Navigation Type (v37),Tab ID (v38),Tab Type (v39),Tab Count (v40),Redirect Count (event16)
https://stg.procore.com/,procorestaging,200,stg.procore.com|US|Home,Home,stg.procore.com,,Pageview,2019-08-05T17:30:15.469-07:00,1045566625,2.15.0|4.4.0|staging|25.6.0|2019-08-05T22:08:55Z,,,US,,,Home,https:,stg.procore.com,/,,,Procore – World's Leading Construction Management Software,Default,,Prospect,NAVIGATE,8fc03a11-f438-4596-a686-9a455e71a064,New,1,
https://stg.procore.com/demo,procorestaging,200,stg.procore.com|US|Marketing|Demo,Marketing|Demo,stg.procore.com,,Pageview,2019-08-05T17:30:25.114-07:00,6339912407,2.15.0|4.4.0|staging|25.6.0|2019-08-05T22:08:55Z,62479535618886895422240139576241655101,1905709993.1565051416,US,stg.procore.com|US|Home,stg.procore.com/,Demo Page,https:,stg.procore.com,/demo,,,Request a Demo | Procore,Default,testid-1234567890,Customer/Collaborator,NAVIGATE,8fc03a11-f438-4596-a686-9a455e71a064,Existing,1,
https://stg.procore.com/about,procorestaging,200,stg.procore.com|US|Company|About,Company|About,stg.procore.com,,Pageview,2019-08-05T17:30:30.646-07:00,6170925133,2.15.0|4.4.0|staging|25.6.0|2019-08-05T22:08:55Z,62479535618886895422240139576241655101,1905709993.1565051416,US,stg.procore.com|US|Marketing|Demo,stg.procore.com/demo,Default Page,https:,stg.procore.com,/about,,,The #1 Most Used Construction Management Software,Default,testid-1234567890,Customer/Collaborator,NAVIGATE,8fc03a11-f438-4596-a686-9a455e71a064,Existing,1,
https://stg.procore.com/blueprint,procorestaging,200,stg.procore.com|US|Resource|Blueprint,Resource|Blueprint,stg.procore.com,,Pageview,2019-08-05T17:30:33.233-07:00,6258678634,2.15.0|4.4.0|staging|25.6.0|2019-08-05T22:08:55Z,62479535618886895422240139576241655101,1905709993.1565051416,US,stg.procore.com|US|Company|About,stg.procore.com/about,Default Page,https:,stg.procore.com,/blueprint,,,Award-Winning Customer Implementation and Support,Default,testid-1234567890,Customer/Collaborator,NAVIGATE,8fc03a11-f438-4596-a686-9a455e71a064,Existing,1,
https://stg.procore.com/buildersclub,procorestaging,200,stg.procore.com|US|Resource|Builders Club,Resource|Builders Club,stg.procore.com,,Pageview,2019-08-05T17:30:35.676-07:00,9212279994,2.15.0|4.4.0|staging|25.6.0|2019-08-05T22:08:55Z,62479535618886895422240139576241655101,1905709993.1565051416,US,stg.procore.com|US|Resource|Blueprint,stg.procore.com/blueprint,Default Page,https:,stg.procore.com,/buildersclub,,#fragment,Builder's Club - Procore's Rewards Program for Professionals,Default,testid-1234567890,Customer/Collaborator,NAVIGATE,8fc03a11-f438-4596-a686-9a455e71a064,Existing,1,
https://stg.procore.com/demo,procorestaging,200,stg.procore.com|US|Marketing|Demo,Marketing|Demo,stg.procore.com,,Pageview,2019-08-05T17:30:37.835-07:00,6058261927,2.15.0|4.4.0|staging|25.6.0|2019-08-05T22:08:55Z,62479535618886895422240139576241655101,1905709993.1565051416,US,stg.procore.com|US|Resource|Builders Club,stg.procore.com/buildersclub,Demo Page,https:,stg.procore.com,/demo,,,Request a Demo | Procore,Default,testid-1234567890,Customer/Collaborator,NAVIGATE,8fc03a11-f438-4596-a686-9a455e71a064,Existing,1,
https://stg.procore.com/certification?utm_medium=Social&utm_source=LinkedIn&utm_campaign=BRD&utm_term=Organic&utm_content=Jobsite_Constructions-up-and-coming-tech,procorestaging,200,stg.procore.com|US|Resource|Certification,Resource|Certification,stg.procore.com,|BRD|LinkedIn|Social|Organic|Jobsite_Constructions-up-and-coming-tech,Pageview,2019-08-05T17:31:53.621-07:00,4184819443,2.15.0|4.4.0|staging|25.6.0|2019-08-05T22:08:55Z,62479535618886895422240139576241655101,1905709993.1565051416,US,stg.procore.com|US|Marketing|Demo,stg.procore.com/demo,Default Page,https:,stg.procore.com,/certification,?utm_medium=Social&utm_source=LinkedIn&utm_campaign=BRD&utm_term=Organic&utm_content=Jobsite_Constructions-up-and-coming-tech,,Get Your Procore Certification,Default,testid-1234567890,Customer/Collaborator,NAVIGATE,8fc03a11-f438-4596-a686-9a455e71a064,Existing,1,
https://stg.procore.com/demo,procorestaging,200,stg.procore.com|US|Marketing|Demo,Marketing|Demo,stg.procore.com,,Pageview,2019-08-05T17:31:55.712-07:00,3650027333,2.15.0|4.4.0|staging|25.6.0|2019-08-05T22:08:55Z,62479535618886895422240139576241655101,1905709993.1565051416,US,stg.procore.com|US|Resource|Certification,stg.procore.com/certification,Demo Page,https:,stg.procore.com,/demo,,,Request a Demo | Procore,Default,testid-1234567890,Customer/Collaborator,NAVIGATE,8fc03a11-f438-4596-a686-9a455e71a064,Existing,1,
https://stg.procore.com/demo?nb-transaction-token=NBPOE-TXN-5d48ca81b1642&nb-confirmation-token=037f717c08a1a4ecc0a0a26bc4a59872&nb-result=valid&FirstName=Josh&LastName=Bradley&Email=joshua.bradley%2Badobetest%40procore.com&Phone=1234567890&Company=Procore&Country=Bahamas&utm_campaign__c=&utm_content__c=&utm_medium__c=&utm_source__c=&utm_term__c=&formid=4876&munchkinId=788-HIQ-636&gAClientID=,procorestaging,200,stg.procore.com|US|Marketing|Demo,Marketing|Demo,stg.procore.com,,Pageview,2019-08-05T17:32:02.680-07:00,7281486318,2.15.0|4.4.0|staging|25.6.0|2019-08-05T22:08:55Z,62479535618886895422240139576241655101,1905709993.1565051416,US,stg.procore.com|US|Marketing|Demo,stg.procore.com/demo,Demo Page,https:,stg.procore.com,/demo,?nb-transaction-token=NBPOE-TXN-5d48ca81b1642&nb-confirmation-token=037f717c08a1a4ecc0a0a26bc4a59872&nb-result=valid&FirstName=Josh&LastName=Bradley&Email=joshua.bradley%2Badobetest%40procore.com&Phone=1234567890&Company=Procore&Country=Bahamas&utm_campaign__c=&utm_content__c=&utm_medium__c=&utm_source__c=&utm_term__c=&formid=4876&munchkinId=788-HIQ-636&gAClientID=,,Request a Demo | Procore,Default,testid-1234567890,Customer/Collaborator,NAVIGATE,8fc03a11-f438-4596-a686-9a455e71a064,Existing,1,
https://stg.procore.com/construction-financials,procorestaging,200,stg.procore.com|US|Product|Construction Financials|Overview,Product|Construction Financials|Overview,stg.procore.com,,Pageview,2019-08-05T17:32:04.578-07:00,5800494071,2.15.0|4.4.0|staging|25.6.0|2019-08-05T22:08:55Z,62479535618886895422240139576241655101,1905709993.1565051416,US,stg.procore.com|US|Marketing|Demo,stg.procore.com/demo,Overview,https:,stg.procore.com,/construction-financials,,,Construction Financial Management Software | Procore,Default,testid-1234567890,Customer/Collaborator,NAVIGATE,8fc03a11-f438-4596-a686-9a455e71a064,Existing,1,
