Test URL (url),Report Suite (rs),Status Code (status),Page Name (pageName),Site Section (ch),Server (server),Hit Type (v1),Timestamp (v2),Pageview ID (v3),Adobe Analytics ID (v5),Google Analytics ID (v6),Page Protocol (v13),Page Domain (v14),Page Path (v15),Page Query String (v16),Page Fragment (v17),Page Height (v19),Page Percent Viewed (v20),Procore ID (v35),Procore User Type (v36),Tab Focus Count (v41),Form ID (v50),Form Inputs (v51),Form Input Count (v52),Form Selected Count (v53),Chat Online (v55),Chat Team Available (v56),Chat Visible (v57),Chat Covnersation ID (v58),Chat Playbook ID (v59),Chat Campaign ID (v60),Form Errors (c14),Form Interaction Path (c16),Forms On Page (c17),Redirect Timing (event1),App cache Timing (event2),DNS Timing (event3),TCP Timing (event4),Request Timing (event5),Response Timing (event6),Processing Timing (event7),On Load Timing (event8),Page Load Timing (event9),Page Scrolled 10% (event10),Page Scrolled 25% (event11),Page Scrolled 50% (event12),Page Scrolled 75% (event13),Page Scrolled 95% (event14),Page Scrolled 100% (event15),Tab Click (event17),Form Start (event20),Form Complete (event21),Form Error Count (event22),Form Selected Count (event23),Sidebar Opened (event34),Sidebar Closed (event35),Playbook Clicked (event36),Playbook Dismissed (event37),Conversation Started (event38),Message Sent (event39),Message Receieved (event40),Email Captured (event41),Phone Captured (event42),Meeting Requested (event43),Meeting Booked (event44),Forms On Page (event45)
https://stg.procore.com/,procorestaging,200,stg.procore.com|US|Home,Home,stg.procore.com,Before Unload,2019-08-05T17:30:24.546-07:00,1045566625,62479535618886895422240139576241655101,1905709993.1565051416,https:,stg.procore.com,/,,,7170,8,testid-1234567890,Customer/Collaborator,,,,,,Online,Available,Visible,961968820,446297,487584,,,1295,5,1,1,1,30176,2,2173,12,32375,,,,,,,,,,,,1,1,1,,,1,4,,,,,1
https://stg.procore.com/demo,procorestaging,200,stg.procore.com|US|Marketing|Demo,Marketing|Demo,stg.procore.com,Before Unload,2019-08-05T17:30:29.698-07:00,6339912407,62479535618886895422240139576241655101,1905709993.1565051416,https:,stg.procore.com,/demo,,,2767,68,testid-1234567890,Customer/Collaborator,,4876,FirstName|LastName|Email|Phone|Company|Country|gDPRFormsConsent,7,+7,Online,Available,Visible,,,,Email|Country,FirstName|LastName|Phone|Company|mktoButton|Email|Email|submit,4876|1295,1,1,1,1,283,76,1281,5,1587,1,1,1,,,,,1,,1,7,,,,,,,,,,,,2
https://stg.procore.com/about,procorestaging,200,stg.procore.com|US|Company|About,Company|About,stg.procore.com,Before Unload,2019-08-05T17:30:32.451-07:00,6170925133,62479535618886895422240139576241655101,1905709993.1565051416,https:,stg.procore.com,/about,,,7198,100,testid-1234567890,Customer/Collaborator,,,,,,,,,,,,,,1295,1,1,1,1,315,178,1919,4,2251,1,1,1,1,1,1,,,,,,,,,,,,,,,,,1
https://stg.procore.com/blueprint,procorestaging,200,stg.procore.com|US|Resource|Blueprint,Resource|Blueprint,stg.procore.com,Before Unload,2019-08-05T17:30:34.708-07:00,6258678634,62479535618886895422240139576241655101,1905709993.1565051416,https:,stg.procore.com,/blueprint,,,7571,8,testid-1234567890,Customer/Collaborator,,,,,,Online,Available,Visible,,,,,,1295,2,1,1,1,488,1,1254,8,1765,,,,,,,,,,,,,,,,,,,,,,,1
https://stg.procore.com/buildersclub,procorestaging,200,stg.procore.com|US|Resource|Builders Club,Resource|Builders Club,stg.procore.com,Before Unload,2019-08-05T17:30:37.316-07:00,9212279994,62479535618886895422240139576241655101,1905709993.1565051416,https:,stg.procore.com,/buildersclub,,#fragment,3945,15,testid-1234567890,Customer/Collaborator,,,,,,Online,Available,Visible,,,,,,1295,2,1,1,1,284,1,1731,8,2041,1,,,,,,,,,,,,,,,,,,,,,,1
https://stg.procore.com/demo,procorestaging,200,stg.procore.com|US|Marketing|Demo,Marketing|Demo,stg.procore.com,Before Unload,2019-08-05T17:31:52.596-07:00,6058261927,62479535618886895422240139576241655101,1905709993.1565051416,https:,stg.procore.com,/demo,,,2767,68,testid-1234567890,Customer/Collaborator,,4876,FirstName|LastName|Email|Phone|Company|Country|gDPRFormsConsent,7,+7,Online,Available,Visible,,,,Email|Country,FirstName|LastName|Phone|Company|mktoButton|Email|Email|submit,4876|1295,2,1,1,1,299,81,1195,5,1514,1,1,1,,,,,1,,1,7,,,,,,,,,,,,2
https://stg.procore.com/certification?utm_medium=Social&utm_source=LinkedIn&utm_campaign=BRD&utm_term=Organic&utm_content=Jobsite_Constructions-up-and-coming-tech,procorestaging,200,stg.procore.com|US|Resource|Certification,Resource|Certification,stg.procore.com,Before Unload,2019-08-05T17:31:55.130-07:00,4184819443,62479535618886895422240139576241655101,1905709993.1565051416,https:,stg.procore.com,/certification,?utm_medium=Social&utm_source=LinkedIn&utm_campaign=BRD&utm_term=Organic&utm_content=Jobsite_Constructions-up-and-coming-tech,,6161,10,testid-1234567890,Customer/Collaborator,,,,,,,,,,,,,,1228|1295,2,1,1,1,487,1,1811,10,2351,1,,,,,,,,,,,,,,,,,,,,,,2
https://stg.procore.com/demo,procorestaging,200,stg.procore.com|US|Marketing|Demo,Marketing|Demo,stg.procore.com,Before Unload,2019-08-05T17:32:01.765-07:00,3650027333,62479535618886895422240139576241655101,1905709993.1565051416,https:,stg.procore.com,/demo,,,2767,68,testid-1234567890,Customer/Collaborator,,,,,,Online,Available,Visible,,,,,,4876|1295,2,1,1,1,279,69,1255,11,1645,1,1,1,,,,,,,,,,,,,,,,,,,,2
https://stg.procore.com/demo?nb-transaction-token=NBPOE-TXN-5d48ca81b1642&nb-confirmation-token=037f717c08a1a4ecc0a0a26bc4a59872&nb-result=valid&FirstName=Josh&LastName=Bradley&Email=joshua.bradley%2Badobetest%40procore.com&Phone=1234567890&Company=Procore&Country=Bahamas&utm_campaign__c=&utm_content__c=&utm_medium__c=&utm_source__c=&utm_term__c=&formid=4876&munchkinId=788-HIQ-636&gAClientID=,procorestaging,200,stg.procore.com|US|Marketing|Demo,Marketing|Demo,stg.procore.com,Before Unload,2019-08-05T17:32:03.865-07:00,7281486318,62479535618886895422240139576241655101,1905709993.1565051416,https:,stg.procore.com,/demo,?nb-transaction-token=NBPOE-TXN-5d48ca81b1642&nb-confirmation-token=037f717c08a1a4ecc0a0a26bc4a59872&nb-result=valid&FirstName=Josh&LastName=Bradley&Email=joshua.bradley%2Badobetest%40procore.com&Phone=1234567890&Company=Procore&Country=Bahamas&utm_campaign__c=&utm_content__c=&utm_medium__c=&utm_source__c=&utm_term__c=&formid=4876&munchkinId=788-HIQ-636&gAClientID=,,2721,22,testid-1234567890,Customer/Collaborator,,,,,,,,,,,,,,,3,1,1,1,669,75,1362,4,2051,1,,,,,,,,,,,,,,,,,,,,,,
https://stg.procore.com/construction-financials,procorestaging,200,stg.procore.com|US|Product|Construction Financials|Overview,Product|Construction Financials|Overview,stg.procore.com,Before Unload,2019-08-05T17:32:05.779-07:00,5800494071,62479535618886895422240139576241655101,1905709993.1565051416,https:,stg.procore.com,/construction-financials,,,5788,10,testid-1234567890,Customer/Collaborator,,,,,,,,,,,,,,1295,1,1,1,1,281,1,1412,4,1765,1,,,,,,,,,,,,,,,,,,,,,,1
