Test URL (url),Report Suite (rs),Status Code (status),Page Name (pageName),Site Section (ch),Server (server),Hit Type (v1),Timestamp (v2),Pageview ID (v3),Adobe Analytics ID (v5),Google Analytics ID (v6),Page Domain (v14),Page Path (v15),Page Height (v19),Page Percent Viewed (v20),Procore ID (v35),Procore User Type (v36),Tab Focus Count (v41),Form ID (v50),Form Inputs (v51),Form Input Count (v52),Form Selected Count (v53),Chat Online (v55),Chat Team Available (v56),Chat Visible (v57),Chat Covnersation ID (v58),Chat Playbook ID (v59),Chat Campaign ID (v60),Form Errors (c14),Form Interaction Path (c16),Forms On Page (c17),Redirect Timing (event1),App cache Timing (event2),DNS Timing (event3),TCP Timing (event4),Request Timing (event5),Response Timing (event6),Processing Timing (event7),On Load Timing (event8),Page Load Timing (event9),Page Scrolled 10% (event10),Page Scrolled 25% (event11),Page Scrolled 50% (event12),Page Scrolled 75% (event13),Page Scrolled 95% (event14),Page Scrolled 100% (event15),Tab Click (event17),Form Start (event20),Form Complete (event21),Form Error Count (event22),Form Selected Count (event23),Sidebar Opened (event34),Sidebar Closed (event35),Playbook Clicked (event36),Playbook Dismissed (event37),Conversation Started (event38),Message Sent (event39),Message Receieved (event40),Email Captured (event41),Phone Captured (event42),Meeting Requested (event43),Meeting Booked (event44),Forms On Page (event45)
https://stg.procore.com/,procorestaging,200,stg.procore.com|US|Home,Home,stg.procore.com,Before Unload,2019-07-31T13:10:57.874-07:00,1861726114,82073438465062354950873370571625325815,1068991498.1564603849,stg.procore.com,/,7170,8,testid-1234567890,Customer/Collaborator,,,,,,Online,Available,Visible,947690974,417128,456914,,,1295,4,7,6,24,469,44,2327,13,2862,,,,,,,,,,,,1,1,1,,,1,4,,,,,1
https://stg.procore.com/demo,procorestaging,200,stg.procore.com|US|Marketing|Demo,Marketing|Demo,stg.procore.com,Before Unload,2019-07-31T13:11:03.442-07:00,2492751398,82073438465062354950873370571625325815,1068991498.1564603849,stg.procore.com,/demo,2767,68,testid-1234567890,Customer/Collaborator,,4876,FirstName|LastName|Email|Phone|Company|Country|gDPRFormsConsent,7,+7,Online,Available,Visible,,,,Email|Country,FirstName|LastName|Phone|Company|mktoButton|Email|Email|submit,4876|1295,1,1,1,1,413,67,1601,5,2035,1,1,1,,,,,1,,1,7,,,,,,,,,,,,2
https://stg.procore.com/about,procorestaging,200,stg.procore.com|US|Company|About,Company|About,stg.procore.com,Before Unload,2019-07-31T13:11:07.350-07:00,2578464429,82073438465062354950873370571625325815,1068991498.1564603849,stg.procore.com,/about,7198,100,testid-1234567890,Customer/Collaborator,,,,,,,,,,,,,,1295,1,1,1,1,560,38,2897,4,3474,1,1,1,1,1,1,,,,,,,,,,,,,,,,,1
https://stg.procore.com/blueprint,procorestaging,200,stg.procore.com|US|Resource|Blueprint,Resource|Blueprint,stg.procore.com,Before Unload,2019-07-31T13:11:09.602-07:00,9912059684,82073438465062354950873370571625325815,1068991498.1564603849,stg.procore.com,/blueprint,7571,8,testid-1234567890,Customer/Collaborator,,,,,,Online,Available,Visible,,,,,,1295,1,1,1,1,259,76,1469,9,1809,,,,,,,,,,,,,,,,,,,,,,,1
https://stg.procore.com/buildersclub,procorestaging,200,stg.procore.com|US|Resource|Builders Club,Resource|Builders Club,stg.procore.com,Before Unload,2019-07-31T13:11:11.984-07:00,8922215164,82073438465062354950873370571625325815,1068991498.1564603849,stg.procore.com,/buildersclub,3945,15,testid-1234567890,Customer/Collaborator,,,,,,Online,Available,Visible,,,,,,1295,1,1,1,1,407,1,1456,8,1896,1,,,,,,,,,,,,,,,,,,,,,,1
https://stg.procore.com/certification,procorestaging,200,stg.procore.com|US|Resource|Certification,Resource|Certification,stg.procore.com,Before Unload,2019-07-31T13:11:14.31-07:00,6632311586,82073438465062354950873370571625325815,1068991498.1564603849,stg.procore.com,/certification,6161,10,testid-1234567890,Customer/Collaborator,,,,,,,,,,,,,,1228|1295,2,1,1,1,241,1,1613,6,1898,1,,,,,,,,,,,,,,,,,,,,,,2
https://stg.procore.com/construction-financials,procorestaging,200,stg.procore.com|US|Product|Construction Financials|Overview,Product|Construction Financials|Overview,stg.procore.com,Before Unload,2019-07-31T13:11:16.18-07:00,2781925655,82073438465062354950873370571625325815,1068991498.1564603849,stg.procore.com,/construction-financials,5788,10,testid-1234567890,Customer/Collaborator,,,,,,,,,,,,,,1295,2,1,1,1,306,1,1457,4,1846,1,,,,,,,,,,,,,,,,,,,,,,1
https://stg.procore.com/construction-financials/accounting-integrations,procorestaging,200,stg.procore.com|US|Product|Construction Financials|Accounting Integrations,Product|Construction Financials|Accounting Integrations,stg.procore.com,Before Unload,2019-07-31T13:11:18.516-07:00,8790035473,82073438465062354950873370571625325815,1068991498.1564603849,stg.procore.com,/construction-financials/accounting-integrations,8928,7,testid-1234567890,Customer/Collaborator,,,,,,Online,Available,Visible,,,,,,1295,1,1,1,1,338,80,1471,31,1904,,,,,,,,,,,,,,,,,,,,,,,1
https://stg.procore.com/continuing-education,procorestaging,200,stg.procore.com|US|Resource|Continuing Education,Resource|Continuing Education,stg.procore.com,Before Unload,2019-07-31T13:11:20.550-07:00,7679100510,82073438465062354950873370571625325815,1068991498.1564603849,stg.procore.com,/continuing-education,3913,15,testid-1234567890,Customer/Collaborator,,,,,,,,,,,,,,1295,2,1,1,1,246,2,1602,5,1881,1,,,,,,,,,,,,,,,,,,,,,,1
https://stg.procore.com/demo,procorestaging,200,stg.procore.com|US|Marketing|Demo,Marketing|Demo,stg.procore.com,Before Unload,2019-07-31T13:11:22.448-07:00,2003877085,82073438465062354950873370571625325815,1068991498.1564603849,stg.procore.com,/demo,2721,22,testid-1234567890,Customer/Collaborator,,,,,,,,,,,,,,4876|1295,2,1,1,1,281,70,1392,5,1745,1,,,,,,,,,,,,,,,,,,,,,,2
