Test URL (url),Report Suite (rs),Status Code (status),Page Name (pageName),Site Section (ch),Server (server),Hit Type (v1),Timestamp (v2),Pageview ID (v3),Adobe Analytics ID (v5),Google Analytics ID (v6),Page Domain (v14),Page Path (v15),Procore ID (v35),Procore User Type (v36),Click Type (v46),Click Name (v47),Click Label (v48),Click Count (v49),Click Count (event19)
https://stg.procore.com/,procorestaging,200,stg.procore.com|US|Home,Home,stg.procore.com,Click Event,2019-07-31T11:42:21.602-07:00,8396357362,71714577693731072493299551516658275667,477258701.1564598540,stg.procore.com,/,testid-1234567890,Customer/Collaborator,test type,test name,test label,+1,1
https://stg.procore.com/buildersclub,procorestaging,200,stg.procore.com|US|Resource|Builders Club,Resource|Builders Club,stg.procore.com,Click Event,2019-07-31T11:42:34.753-07:00,4881394723,71714577693731072493299551516658275667,477258701.1564598540,stg.procore.com,/buildersclub,testid-1234567890,Customer/Collaborator,test type,test name,test label,+1,1
https://stg.procore.com/en-au,procorestaging,200,stg.procore.com|AU|Home,Home,stg.procore.com,Click Event,2019-07-31T11:42:50.427-07:00,6983208463,71714577693731072493299551516658275667,477258701.1564598540,stg.procore.com,/en-au,testid-1234567890,Customer/Collaborator,test type,test name,test label,+1,1
https://stg.procore.com/en-au/blueprint,procorestaging,200,stg.procore.com|AU|Resource|Blueprint,Resource|Blueprint,stg.procore.com,Click Event,2019-07-31T11:42:54.890-07:00,6348912316,71714577693731072493299551516658275667,477258701.1564598540,stg.procore.com,/en-au/blueprint,testid-1234567890,Customer/Collaborator,test type,test name,test label,+1,1
https://stg.procore.com/en-au/continuing-education,procorestaging,200,stg.procore.com|AU|Resource|Continuing Education,Resource|Continuing Education,stg.procore.com,Click Event,2019-07-31T11:43:15.503-07:00,3888039191,71714577693731072493299551516658275667,477258701.1564598540,stg.procore.com,/en-au/continuing-education,testid-1234567890,Customer/Collaborator,test type,test name,test label,+1,1
https://stg.procore.com/en-au/engineering,procorestaging,200,stg.procore.com|AU|Company|Engineering,Company|Engineering,stg.procore.com,Click Event,2019-07-31T11:43:19.841-07:00,5941234992,71714577693731072493299551516658275667,477258701.1564598540,stg.procore.com,/en-au/engineering,testid-1234567890,Customer/Collaborator,test type,test name,test label,+1,1
https://stg.procore.com/en-au/jobs,procorestaging,200,stg.procore.com|AU|Company|Jobs,Company|Jobs,stg.procore.com,Click Event,2019-07-31T11:43:39.501-07:00,5979307100,71714577693731072493299551516658275667,477258701.1564598540,stg.procore.com,/en-au/jobs,testid-1234567890,Customer/Collaborator,test type,test name,test label,+1,1
https://stg.procore.com/en-au/demo,procorestaging,200,stg.procore.com|AU|Marketing|Demo,Marketing|Demo,stg.procore.com,Click Event,2019-07-31T11:43:44.69-07:00,5525170329,71714577693731072493299551516658275667,477258701.1564598540,stg.procore.com,/en-au/demo,testid-1234567890,Customer/Collaborator,Demo,Popup,Video - Hear from our customers,+1,1
https://stg.procore.com/en-au/jobs/openings,procorestaging,200,stg.procore.com|AU|Company|Jobs|Openings,Company|Jobs|Openings,stg.procore.com,Click Event,2019-07-31T11:44:58.855-07:00,5070759612,71714577693731072493299551516658275667,477258701.1564598540,stg.procore.com,/en-au/jobs/openings,testid-1234567890,Customer/Collaborator,test type,test name,test label,+1,1
https://stg.procore.com/en-au/press/procore-acquires-bimanywhere,procorestaging,200,stg.procore.com|AU|Company|Press|Procore Acquires Bimanywhere,Company|Press|Procore Acquires Bimanywhere,stg.procore.com,Click Event,2019-07-31T11:45:34.218-07:00,8023227540,71714577693731072493299551516658275667,477258701.1564598540,stg.procore.com,/en-au/press/procore-acquires-bimanywhere,testid-1234567890,Customer/Collaborator,test type,test name,test label,+1,1
https://stg.procore.com/en-au/project-management/bidding,procorestaging,200,stg.procore.com|AU|Product|Project Management|Bidding,Product|Project Management|Bidding,stg.procore.com,Click Event,2019-07-31T11:45:38.632-07:00,2681846231,71714577693731072493299551516658275667,477258701.1564598540,stg.procore.com,/en-au/project-management/bidding,testid-1234567890,Customer/Collaborator,test type,test name,test label,+1,1
https://stg.procore.com/en-au/safety-qualified,procorestaging,200,stg.procore.com|AU|Resource|Safety Qualified,Resource|Safety Qualified,stg.procore.com,Click Event,2019-07-31T11:45:47.250-07:00,8768279503,71714577693731072493299551516658275667,477258701.1564598540,stg.procore.com,/en-au/safety-qualified,testid-1234567890,Customer/Collaborator,test type,test name,test label,+1,1
https://stg.procore.com/en-au/workshops,procorestaging,200,stg.procore.com|AU|Event|Workshops,Event|Workshops,stg.procore.com,Click Event,2019-07-31T11:45:55.749-07:00,5606882763,71714577693731072493299551516658275667,477258701.1564598540,stg.procore.com,/en-au/workshops,testid-1234567890,Customer/Collaborator,test type,test name,test label,+1,1
https://stg.procore.com/en-ca,procorestaging,200,stg.procore.com|CA|Home,Home,stg.procore.com,Click Event,2019-07-31T11:45:58.372-07:00,4284148650,71714577693731072493299551516658275667,477258701.1564598540,stg.procore.com,/en-ca,testid-1234567890,Customer/Collaborator,test type,test name,test label,+1,1
https://stg.procore.com/en-ca/demo,procorestaging,200,stg.procore.com|CA|Marketing|Demo,Marketing|Demo,stg.procore.com,Click Event,2019-07-31T11:46:19.436-07:00,8017944894,71714577693731072493299551516658275667,477258701.1564598540,stg.procore.com,/en-ca/demo,testid-1234567890,Customer/Collaborator,test type,test name,test label,+1,1
https://stg.procore.com/en-ca/engineering,procorestaging,200,stg.procore.com|CA|Company|Engineering,Company|Engineering,stg.procore.com,Click Event,2019-07-31T11:46:22.373-07:00,6949633210,71714577693731072493299551516658275667,477258701.1564598540,stg.procore.com,/en-ca/engineering,testid-1234567890,Customer/Collaborator,test type,test name,test label,+1,1
https://stg.procore.com/en-ca/jobs/openings,procorestaging,200,stg.procore.com|CA|Company|Jobs|Openings,Company|Jobs|Openings,stg.procore.com,Click Event,2019-07-31T11:47:01.390-07:00,8436244811,71714577693731072493299551516658275667,477258701.1564598540,stg.procore.com,/en-ca/jobs/openings,testid-1234567890,Customer/Collaborator,test type,test name,test label,+1,1
https://stg.procore.com/en-ca/legal,procorestaging,200,stg.procore.com|CA|Company|Legal|Overview,Company|Legal|Overview,stg.procore.com,Click Event,2019-07-31T11:47:07.937-07:00,7845544199,71714577693731072493299551516658275667,477258701.1564598540,stg.procore.com,/en-ca/legal,testid-1234567890,Customer/Collaborator,test type,test name,test label,+1,1
https://stg.procore.com/en-ca/press/habitat-for-humanity-and-procore-partner-for-a-brush-with-kindness?utm_medium=Social&utm_source=LinkedIn&utm_campaign=BRD&utm_term=Organic&utm_content=Jobsite_Constructions-up-and-coming-tech,procorestaging,200,stg.procore.com|CA|Company|Press|Habitat For Humanity And Procore Partner For A Brush With Kindness,Company|Press|Habitat For Humanity And Procore Partner For A Brush With Kindness,stg.procore.com,Click Event,2019-07-31T11:47:22.154-07:00,7797042271,71714577693731072493299551516658275667,477258701.1564598540,stg.procore.com,/en-ca/press/habitat-for-humanity-and-procore-partner-for-a-brush-with-kindness,testid-1234567890,Customer/Collaborator,test type,test name,test label,+1,1
https://stg.procore.com/en-ca/roadshow?utm_medium=Social&utm_source=LinkedIn&utm_campaign=BRD&utm_term=Organic&utm_content=Jobsite_Constructions-up-and-coming-tech,procorestaging,200,stg.procore.com|CA|Event|Roadshow,Event|Roadshow,stg.procore.com,Click Event,2019-07-31T11:47:52.36-07:00,7739532939,71714577693731072493299551516658275667,477258701.1564598540,stg.procore.com,/en-ca/roadshow,testid-1234567890,Customer/Collaborator,test type,test name,test label,+1,1
https://stg.procore.com/en-ca/workshops,procorestaging,200,stg.procore.com|CA|Event|Workshops,Event|Workshops,stg.procore.com,Click Event,2019-07-31T11:48:06.100-07:00,1548088033,71714577693731072493299551516658275667,477258701.1564598540,stg.procore.com,/en-ca/workshops,testid-1234567890,Customer/Collaborator,test type,test name,test label,+1,1
https://stg.procore.com/en-gb/buildersclub,procorestaging,200,stg.procore.com|GB|Resource|Builders Club,Resource|Builders Club,stg.procore.com,Click Event,2019-07-31T11:48:25.369-07:00,2380085527,71714577693731072493299551516658275667,477258701.1564598540,stg.procore.com,/en-gb/buildersclub,testid-1234567890,Customer/Collaborator,test type,test name,test label,+1,1
https://stg.procore.com/en-gb/field-productivity,procorestaging,200,stg.procore.com|GB|Product|Field Productivity|Overview,Product|Field Productivity|Overview,stg.procore.com,Click Event,2019-07-31T11:48:54.108-07:00,3246336498,71714577693731072493299551516658275667,477258701.1564598540,stg.procore.com,/en-gb/field-productivity,testid-1234567890,Customer/Collaborator,test type,test name,test label,+1,1
https://stg.procore.com/en-gb/field-productivity/crews?utm_medium=Social&utm_source=LinkedIn&utm_campaign=BRD&utm_term=Organic&utm_content=Jobsite_Constructions-up-and-coming-tech,procorestaging,200,stg.procore.com|GB|Product|Field Productivity|Crews,Product|Field Productivity|Crews,stg.procore.com,Click Event,2019-07-31T11:48:56.584-07:00,6880524540,71714577693731072493299551516658275667,477258701.1564598540,stg.procore.com,/en-gb/field-productivity/crews,testid-1234567890,Customer/Collaborator,test type,test name,test label,+1,1
https://stg.procore.com/en-gb/innovation-lab,procorestaging,200,stg.procore.com|GB|Event|Innovation Lab,Event|Innovation Lab,stg.procore.com,Click Event,2019-07-31T11:49:06.384-07:00,3505738797,71714577693731072493299551516658275667,477258701.1564598540,stg.procore.com,/en-gb/innovation-lab,testid-1234567890,Customer/Collaborator,test type,test name,test label,+1,1
https://stg.procore.com/en-gb/jobs/openings,procorestaging,200,stg.procore.com|GB|Company|Jobs|Openings,Company|Jobs|Openings,stg.procore.com,Click Event,2019-07-31T11:49:27.01-07:00,6623927347,71714577693731072493299551516658275667,477258701.1564598540,stg.procore.com,/en-gb/jobs/openings,testid-1234567890,Customer/Collaborator,test type,test name,test label,+1,1
https://stg.procore.com/en-gb/platform,procorestaging,200,stg.procore.com|GB|Product|Platform|Overview,Product|Platform|Overview,stg.procore.com,Click Event,2019-07-31T11:49:43.410-07:00,5872252472,71714577693731072493299551516658275667,477258701.1564598540,stg.procore.com,/en-gb/platform,testid-1234567890,Customer/Collaborator,test type,test name,test label,+1,1
