Test URL (url),Report Suite (rs),Status Code (status),Page Name (pageName),Site Section (ch),Server (server),Hit Type (v1),Timestamp (v2),Pageview ID (v3),Adobe Analytics ID (v5),Google Analytics ID (v6),Page Domain (v14),Page Path (v15),Procore ID (v35),Procore User Type (v36),Form ID (v50),Form View (event46)
https://stg.procore.com/,procorestaging,200,stg.procore.com|US|Home,Home,stg.procore.com,Form Viewed Event,2019-07-31T11:42:21.871-07:00,8396357362,71714577693731072493299551516658275667,477258701.1564598540,stg.procore.com,/,testid-1234567890,Customer/Collaborator,1295,1
https://stg.procore.com/buildersclub,procorestaging,200,stg.procore.com|US|Resource|Builders Club,Resource|Builders Club,stg.procore.com,Form Viewed Event,2019-07-31T11:42:35.477-07:00,4881394723,71714577693731072493299551516658275667,477258701.1564598540,stg.procore.com,/buildersclub,testid-1234567890,Customer/Collaborator,1295,1
https://stg.procore.com/en-au,procorestaging,200,stg.procore.com|AU|Home,Home,stg.procore.com,Form Viewed Event,2019-07-31T11:42:50.739-07:00,6983208463,71714577693731072493299551516658275667,477258701.1564598540,stg.procore.com,/en-au,testid-1234567890,Customer/Collaborator,1295,1
https://stg.procore.com/en-au/blueprint,procorestaging,200,stg.procore.com|AU|Resource|Blueprint,Resource|Blueprint,stg.procore.com,Form Viewed Event,2019-07-31T11:42:55.228-07:00,6348912316,71714577693731072493299551516658275667,477258701.1564598540,stg.procore.com,/en-au/blueprint,testid-1234567890,Customer/Collaborator,1295,1
https://stg.procore.com/en-au/demo,procorestaging,200,stg.procore.com|AU|Marketing|Demo,Marketing|Demo,stg.procore.com,Form Viewed Event,2019-07-31T11:43:03.440-07:00,8707900669,71714577693731072493299551516658275667,477258701.1564598540,stg.procore.com,/en-au/demo,testid-1234567890,Customer/Collaborator,4876,1
https://stg.procore.com/en-au/demo,procorestaging,200,stg.procore.com|AU|Marketing|Demo,Marketing|Demo,stg.procore.com,Form Viewed Event,2019-07-31T11:43:08.613-07:00,8137480906,71714577693731072493299551516658275667,477258701.1564598540,stg.procore.com,/en-au/demo,testid-1234567890,Customer/Collaborator,4876,1
https://stg.procore.com/en-au/demo,procorestaging,200,stg.procore.com|AU|Marketing|Demo,Marketing|Demo,stg.procore.com,Form Viewed Event,2019-07-31T11:43:08.623-07:00,8137480906,71714577693731072493299551516658275667,477258701.1564598540,stg.procore.com,/en-au/demo,testid-1234567890,Customer/Collaborator,4876,1
https://stg.procore.com/en-au/continuing-education,procorestaging,200,stg.procore.com|AU|Resource|Continuing Education,Resource|Continuing Education,stg.procore.com,Form Viewed Event,2019-07-31T11:43:15.765-07:00,3888039191,71714577693731072493299551516658275667,477258701.1564598540,stg.procore.com,/en-au/continuing-education,testid-1234567890,Customer/Collaborator,1295,1
https://stg.procore.com/en-au/events,procorestaging,200,stg.procore.com|AU|Event|Industry Events,Event|Industry Events,stg.procore.com,Form Viewed Event,2019-07-31T11:43:22.02-07:00,9801505022,71714577693731072493299551516658275667,477258701.1564598540,stg.procore.com,/en-au/events,testid-1234567890,Customer/Collaborator,1295,1
https://stg.procore.com/en-au/demo,procorestaging,200,stg.procore.com|AU|Marketing|Demo,Marketing|Demo,stg.procore.com,Form Viewed Event,2019-07-31T11:43:26.850-07:00,3382781779,71714577693731072493299551516658275667,477258701.1564598540,stg.procore.com,/en-au/demo,testid-1234567890,Customer/Collaborator,4876,1
https://stg.procore.com/en-au/jobs,procorestaging,200,stg.procore.com|AU|Company|Jobs,Company|Jobs,stg.procore.com,Form Viewed Event,2019-07-31T11:43:39.907-07:00,5979307100,71714577693731072493299551516658275667,477258701.1564598540,stg.procore.com,/en-au/jobs,testid-1234567890,Customer/Collaborator,1295,1
https://stg.procore.com/en-au/demo,procorestaging,200,stg.procore.com|AU|Marketing|Demo,Marketing|Demo,stg.procore.com,Form Viewed Event,2019-07-31T11:43:42.483-07:00,5525170329,71714577693731072493299551516658275667,477258701.1564598540,stg.procore.com,/en-au/demo,testid-1234567890,Customer/Collaborator,4876,1
https://stg.procore.com/en-au/jobs/openings,procorestaging,200,stg.procore.com|AU|Company|Jobs|Openings,Company|Jobs|Openings,stg.procore.com,Form Viewed Event,2019-07-31T11:44:59.160-07:00,5070759612,71714577693731072493299551516658275667,477258701.1564598540,stg.procore.com,/en-au/jobs/openings,testid-1234567890,Customer/Collaborator,1295,1
https://stg.procore.com/demo,procorestaging,200,stg.procore.com|US|Marketing|Demo,Marketing|Demo,stg.procore.com,Form Viewed Event,2019-07-31T11:45:04.613-07:00,6115115040,71714577693731072493299551516658275667,477258701.1564598540,stg.procore.com,/demo,testid-1234567890,Customer/Collaborator,4876,1
https://stg.procore.com/demo,procorestaging,200,stg.procore.com|US|Marketing|Demo,Marketing|Demo,stg.procore.com,Form Viewed Event,2019-07-31T11:45:04.651-07:00,6115115040,71714577693731072493299551516658275667,477258701.1564598540,stg.procore.com,/demo,testid-1234567890,Customer/Collaborator,4876,1
https://stg.procore.com/en-au/demo,procorestaging,200,stg.procore.com|AU|Marketing|Demo,Marketing|Demo,stg.procore.com,Form Viewed Event,2019-07-31T11:45:26.362-07:00,3193160138,71714577693731072493299551516658275667,477258701.1564598540,stg.procore.com,/en-au/demo,testid-1234567890,Customer/Collaborator,4876,1
https://stg.procore.com/en-au/press/procore-acquires-bimanywhere,procorestaging,200,stg.procore.com|AU|Company|Press|Procore Acquires Bimanywhere,Company|Press|Procore Acquires Bimanywhere,stg.procore.com,Form Viewed Event,2019-07-31T11:45:34.557-07:00,8023227540,71714577693731072493299551516658275667,477258701.1564598540,stg.procore.com,/en-au/press/procore-acquires-bimanywhere,testid-1234567890,Customer/Collaborator,1295,1
https://stg.procore.com/en-au/project-management/bidding,procorestaging,200,stg.procore.com|AU|Product|Project Management|Bidding,Product|Project Management|Bidding,stg.procore.com,Form Viewed Event,2019-07-31T11:45:38.955-07:00,2681846231,71714577693731072493299551516658275667,477258701.1564598540,stg.procore.com,/en-au/project-management/bidding,testid-1234567890,Customer/Collaborator,1295,1
https://stg.procore.com/en-au/safety-qualified,procorestaging,200,stg.procore.com|AU|Resource|Safety Qualified,Resource|Safety Qualified,stg.procore.com,Form Viewed Event,2019-07-31T11:45:47.528-07:00,8768279503,71714577693731072493299551516658275667,477258701.1564598540,stg.procore.com,/en-au/safety-qualified,testid-1234567890,Customer/Collaborator,1295,1
https://stg.procore.com/en-au/workshops,procorestaging,200,stg.procore.com|AU|Event|Workshops,Event|Workshops,stg.procore.com,Form Viewed Event,2019-07-31T11:45:56.143-07:00,5606882763,71714577693731072493299551516658275667,477258701.1564598540,stg.procore.com,/en-au/workshops,testid-1234567890,Customer/Collaborator,1295,1
https://stg.procore.com/en-ca,procorestaging,200,stg.procore.com|CA|Home,Home,stg.procore.com,Form Viewed Event,2019-07-31T11:45:58.805-07:00,4284148650,71714577693731072493299551516658275667,477258701.1564598540,stg.procore.com,/en-ca,testid-1234567890,Customer/Collaborator,1295,1
https://stg.procore.com/en-ca/demo,procorestaging,200,stg.procore.com|CA|Marketing|Demo,Marketing|Demo,stg.procore.com,Form Viewed Event,2019-07-31T11:46:11.226-07:00,1634483611,71714577693731072493299551516658275667,477258701.1564598540,stg.procore.com,/en-ca/demo,testid-1234567890,Customer/Collaborator,4876,1
https://stg.procore.com/en-ca/demo,procorestaging,200,stg.procore.com|CA|Marketing|Demo,Marketing|Demo,stg.procore.com,Form Viewed Event,2019-07-31T11:46:11.235-07:00,1634483611,71714577693731072493299551516658275667,477258701.1564598540,stg.procore.com,/en-ca/demo,testid-1234567890,Customer/Collaborator,4876,1
https://stg.procore.com/en-ca/demo,procorestaging,200,stg.procore.com|CA|Marketing|Demo,Marketing|Demo,stg.procore.com,Form Viewed Event,2019-07-31T11:46:19.973-07:00,8017944894,71714577693731072493299551516658275667,477258701.1564598540,stg.procore.com,/en-ca/demo,testid-1234567890,Customer/Collaborator,1295,1
https://stg.procore.com/en-ca/events?utm_medium=Social&utm_source=LinkedIn&utm_campaign=BRD&utm_term=Organic&utm_content=Jobsite_Constructions-up-and-coming-tech,procorestaging,200,stg.procore.com|CA|Event|Industry Events,Event|Industry Events,stg.procore.com,Form Viewed Event,2019-07-31T11:46:25.533-07:00,7789600727,71714577693731072493299551516658275667,477258701.1564598540,stg.procore.com,/en-ca/events,testid-1234567890,Customer/Collaborator,1295,1
https://stg.procore.com/en-ca/demo,procorestaging,200,stg.procore.com|CA|Marketing|Demo,Marketing|Demo,stg.procore.com,Form Viewed Event,2019-07-31T11:46:27.728-07:00,1016376617,71714577693731072493299551516658275667,477258701.1564598540,stg.procore.com,/en-ca/demo,testid-1234567890,Customer/Collaborator,4876,1
https://stg.procore.com/en-ca/demo,procorestaging,200,stg.procore.com|CA|Marketing|Demo,Marketing|Demo,stg.procore.com,Form Viewed Event,2019-07-31T11:46:42.171-07:00,9234779361,71714577693731072493299551516658275667,477258701.1564598540,stg.procore.com,/en-ca/demo,testid-1234567890,Customer/Collaborator,4876,1
https://stg.procore.com/en-ca/demo,procorestaging,200,stg.procore.com|CA|Marketing|Demo,Marketing|Demo,stg.procore.com,Form Viewed Event,2019-07-31T11:46:48.467-07:00,2724959982,71714577693731072493299551516658275667,477258701.1564598540,stg.procore.com,/en-ca/demo,testid-1234567890,Customer/Collaborator,4876,1
https://stg.procore.com/en-ca/demo,procorestaging,200,stg.procore.com|CA|Marketing|Demo,Marketing|Demo,stg.procore.com,Form Viewed Event,2019-07-31T11:46:48.475-07:00,2724959982,71714577693731072493299551516658275667,477258701.1564598540,stg.procore.com,/en-ca/demo,testid-1234567890,Customer/Collaborator,4876,1
https://stg.procore.com/en-ca/demo,procorestaging,200,stg.procore.com|CA|Marketing|Demo,Marketing|Demo,stg.procore.com,Form Viewed Event,2019-07-31T11:46:55.211-07:00,6179975956,71714577693731072493299551516658275667,477258701.1564598540,stg.procore.com,/en-ca/demo,testid-1234567890,Customer/Collaborator,4876,1
https://stg.procore.com/en-ca/jobs/openings,procorestaging,200,stg.procore.com|CA|Company|Jobs|Openings,Company|Jobs|Openings,stg.procore.com,Form Viewed Event,2019-07-31T11:47:01.877-07:00,8436244811,71714577693731072493299551516658275667,477258701.1564598540,stg.procore.com,/en-ca/jobs/openings,testid-1234567890,Customer/Collaborator,1295,1
https://stg.procore.com/en-ca/legal,procorestaging,200,stg.procore.com|CA|Company|Legal|Overview,Company|Legal|Overview,stg.procore.com,Form Viewed Event,2019-07-31T11:47:08.145-07:00,7845544199,71714577693731072493299551516658275667,477258701.1564598540,stg.procore.com,/en-ca/legal,testid-1234567890,Customer/Collaborator,1295,1
https://stg.procore.com/en-ca/demo,procorestaging,200,stg.procore.com|CA|Marketing|Demo,Marketing|Demo,stg.procore.com,Form Viewed Event,2019-07-31T11:47:10.401-07:00,6650181319,71714577693731072493299551516658275667,477258701.1564598540,stg.procore.com,/en-ca/demo,testid-1234567890,Customer/Collaborator,4876,1
https://stg.procore.com/en-ca/press/habitat-for-humanity-and-procore-partner-for-a-brush-with-kindness?utm_medium=Social&utm_source=LinkedIn&utm_campaign=BRD&utm_term=Organic&utm_content=Jobsite_Constructions-up-and-coming-tech,procorestaging,200,stg.procore.com|CA|Company|Press|Habitat For Humanity And Procore Partner For A Brush With Kindness,Company|Press|Habitat For Humanity And Procore Partner For A Brush With Kindness,stg.procore.com,Form Viewed Event,2019-07-31T11:47:22.430-07:00,7797042271,71714577693731072493299551516658275667,477258701.1564598540,stg.procore.com,/en-ca/press/habitat-for-humanity-and-procore-partner-for-a-brush-with-kindness,testid-1234567890,Customer/Collaborator,1295,1
https://stg.procore.com/en-ca/press/habitat-for-humanity-and-procore-partner-for-a-brush-with-kindness?utm_medium=Social&utm_source=LinkedIn&utm_campaign=BRD&utm_term=Organic&utm_content=Jobsite_Constructions-up-and-coming-tech,procorestaging,200,stg.procore.com|CA|Company|Press|Habitat For Humanity And Procore Partner For A Brush With Kindness,Company|Press|Habitat For Humanity And Procore Partner For A Brush With Kindness,stg.procore.com,Form Viewed Event,2019-07-31T11:47:22.438-07:00,7797042271,71714577693731072493299551516658275667,477258701.1564598540,stg.procore.com,/en-ca/press/habitat-for-humanity-and-procore-partner-for-a-brush-with-kindness,testid-1234567890,Customer/Collaborator,adb-57286705,1
https://stg.procore.com/en-ca/demo,procorestaging,200,stg.procore.com|CA|Marketing|Demo,Marketing|Demo,stg.procore.com,Form Viewed Event,2019-07-31T11:47:36.319-07:00,6958715336,71714577693731072493299551516658275667,477258701.1564598540,stg.procore.com,/en-ca/demo,testid-1234567890,Customer/Collaborator,4876,1
https://stg.procore.com/en-ca/demo,procorestaging,200,stg.procore.com|CA|Marketing|Demo,Marketing|Demo,stg.procore.com,Form Viewed Event,2019-07-31T11:47:42.780-07:00,4257172878,71714577693731072493299551516658275667,477258701.1564598540,stg.procore.com,/en-ca/demo,testid-1234567890,Customer/Collaborator,4876,1
https://stg.procore.com/en-ca/roadshow?utm_medium=Social&utm_source=LinkedIn&utm_campaign=BRD&utm_term=Organic&utm_content=Jobsite_Constructions-up-and-coming-tech,procorestaging,200,stg.procore.com|CA|Event|Roadshow,Event|Roadshow,stg.procore.com,Form Viewed Event,2019-07-31T11:47:52.304-07:00,7739532939,71714577693731072493299551516658275667,477258701.1564598540,stg.procore.com,/en-ca/roadshow,testid-1234567890,Customer/Collaborator,1295,1
https://stg.procore.com/en-ca/workshops,procorestaging,200,stg.procore.com|CA|Event|Workshops,Event|Workshops,stg.procore.com,Form Viewed Event,2019-07-31T11:48:06.353-07:00,1548088033,71714577693731072493299551516658275667,477258701.1564598540,stg.procore.com,/en-ca/workshops,testid-1234567890,Customer/Collaborator,1295,1
https://stg.procore.com/en-ca/demo,procorestaging,200,stg.procore.com|CA|Marketing|Demo,Marketing|Demo,stg.procore.com,Form Viewed Event,2019-07-31T11:48:08.831-07:00,9252510868,71714577693731072493299551516658275667,477258701.1564598540,stg.procore.com,/en-ca/demo,testid-1234567890,Customer/Collaborator,4876,1
