Test URL (url),Report Suite (rs),Status Code (status),Page Name (pageName),Site Section (ch),Server (server),Campaign (v0),Hit Type (v1),Timestamp (v2),Pageview ID (v3),Library Version (v4),Adobe Analytics ID (v5),Google Analytics ID (v6),Site Country (v7),Previous Page Name (v8),Previous Page URL (v9),Page Type (v10),Page Protocol (v13),Page Domain (v14),Page Path (v15),Page Query String (v16),Page Fragment (v17),Page Document Title (v18),Personalization Variants (v32),Procore ID (v35),Procore User Type (v36),Navigation Type (v37),Tab ID (v38),Tab Type (v39),Tab Count (v40),Page Name (v61),Page Document Title (c2),Personlization Variant (c4),Navigation Type (c7),Tab ID (c8),Tab Type (c9),Redirect Count (event16)
https://stg.procore.com/,procoredev,200,stg.procore.com|US|Home,Home,stg.procore.com,|||||,Pageview,2019-07-26T16:44:32.321-07:00,3918718888,2.15.0|4.4.0|staging|25.6.0|2019-07-26T23:36:27Z,,,US,,,Home,https:,stg.procore.com,/,,,Procore – World's Leading Construction Management Software,Default,,Prospect,NAVIGATE,8bf2fe3e-4a2c-48fa-8a5f-d0cc111af53c,Existing,1,stg.procore.com|US|Home,Procore – World's Leading Construction Management Software,Default,NAVIGATE,8bf2fe3e-4a2c-48fa-8a5f-d0cc111af53c,Existing,
https://stg.procore.com/?test=query,procoredev,200,stg.procore.com|US|Home,Home,stg.procore.com,|||||,Pageview,2019-07-26T16:44:41.802-07:00,5762092505,2.15.0|4.4.0|staging|25.6.0|2019-07-26T23:36:27Z,44173911486378153582234465531919176798,62032644.1564184672,US,stg.procore.com|US|Home,stg.procore.com/,Home,https:,stg.procore.com,/,?test=query,,Procore – World's Leading Construction Management Software,Default,testid-1234567890,Customer/Collaborator,NAVIGATE,8bf2fe3e-4a2c-48fa-8a5f-d0cc111af53c,Existing,1,stg.procore.com|US|Home,Procore – World's Leading Construction Management Software,Default,NAVIGATE,8bf2fe3e-4a2c-48fa-8a5f-d0cc111af53c,Existing,
https://stg.procore.com/?test=query-with-frag,procoredev,200,stg.procore.com|US|Home,Home,stg.procore.com,|||||,Pageview,2019-07-26T16:44:44.506-07:00,2089088359,2.15.0|4.4.0|staging|25.6.0|2019-07-26T23:36:27Z,44173911486378153582234465531919176798,62032644.1564184672,US,stg.procore.com|US|Home,stg.procore.com/,Home,https:,stg.procore.com,/,?test=query-with-frag,#frag,Procore – World's Leading Construction Management Software,Default,testid-1234567890,Customer/Collaborator,NAVIGATE,8bf2fe3e-4a2c-48fa-8a5f-d0cc111af53c,Existing,1,stg.procore.com|US|Home,Procore – World's Leading Construction Management Software,Default,NAVIGATE,8bf2fe3e-4a2c-48fa-8a5f-d0cc111af53c,Existing,
https://stg.procore.com/?utm_medium=Social&utm_source=LinkedIn&utm_campaign=BRD&utm_term=Organic&utm_content=Jobsite_Constructions-up-and-coming-tech,procoredev,200,stg.procore.com|US|Home,Home,stg.procore.com,|BRD|LinkedIn|Social|Organic|Jobsite_Constructions-up-and-coming-tech,Pageview,2019-07-26T16:44:52.967-07:00,2814164804,2.15.0|4.4.0|staging|25.6.0|2019-07-26T23:36:27Z,44173911486378153582234465531919176798,62032644.1564184672,US,stg.procore.com|US|Home,stg.procore.com/,Home,https:,stg.procore.com,/,?utm_medium=Social&utm_source=LinkedIn&utm_campaign=BRD&utm_term=Organic&utm_content=Jobsite_Constructions-up-and-coming-tech,,Procore – World's Leading Construction Management Software,Default,testid-1234567890,Customer/Collaborator,NAVIGATE,8bf2fe3e-4a2c-48fa-8a5f-d0cc111af53c,Existing,1,stg.procore.com|US|Home,Procore – World's Leading Construction Management Software,Default,NAVIGATE,8bf2fe3e-4a2c-48fa-8a5f-d0cc111af53c,Existing,
https://stg.procore.com/about,procoredev,200,stg.procore.com|US|Company|About,Company|About,stg.procore.com,|||||,Pageview,2019-07-26T16:44:55.268-07:00,6604394306,2.15.0|4.4.0|staging|25.6.0|2019-07-26T23:36:27Z,44173911486378153582234465531919176798,62032644.1564184672,US,stg.procore.com|US|Home,stg.procore.com/,Default Page,https:,stg.procore.com,/about,,,The #1 Most Used Construction Management Software,Default,testid-1234567890,Customer/Collaborator,NAVIGATE,8bf2fe3e-4a2c-48fa-8a5f-d0cc111af53c,Existing,1,stg.procore.com|US|Company|About,The #1 Most Used Construction Management Software,Default,NAVIGATE,8bf2fe3e-4a2c-48fa-8a5f-d0cc111af53c,Existing,
https://stg.procore.com/blueprint,procoredev,200,stg.procore.com|US|Resource|Blueprint,Resource|Blueprint,stg.procore.com,|||||,Pageview,2019-07-26T16:45:02.871-07:00,5999787869,2.15.0|4.4.0|staging|25.6.0|2019-07-26T23:36:27Z,44173911486378153582234465531919176798,62032644.1564184672,US,stg.procore.com|US|Company|About,stg.procore.com/about,Default Page,https:,stg.procore.com,/blueprint,,,Award-Winning Customer Implementation and Support,Default,testid-1234567890,Customer/Collaborator,NAVIGATE,8bf2fe3e-4a2c-48fa-8a5f-d0cc111af53c,Existing,1,stg.procore.com|US|Resource|Blueprint,Award-Winning Customer Implementation and Support,Default,NAVIGATE,8bf2fe3e-4a2c-48fa-8a5f-d0cc111af53c,Existing,
https://stg.procore.com/buildersclub,procoredev,200,stg.procore.com|US|Resource|Builders Club,Resource|Builders Club,stg.procore.com,|||||,Pageview,2019-07-26T16:45:05.741-07:00,8475667477,2.15.0|4.4.0|staging|25.6.0|2019-07-26T23:36:27Z,44173911486378153582234465531919176798,62032644.1564184672,US,stg.procore.com|US|Resource|Blueprint,stg.procore.com/blueprint,Default Page,https:,stg.procore.com,/buildersclub,,,Builder's Club - Procore's Rewards Program for Professionals,Default,testid-1234567890,Customer/Collaborator,NAVIGATE,8bf2fe3e-4a2c-48fa-8a5f-d0cc111af53c,Existing,1,stg.procore.com|US|Resource|Builders Club,Builder's Club - Procore's Rewards Program for Professionals,Default,NAVIGATE,8bf2fe3e-4a2c-48fa-8a5f-d0cc111af53c,Existing,
https://stg.procore.com/certification,procoredev,200,stg.procore.com|US|Resource|Certification,Resource|Certification,stg.procore.com,|||||,Pageview,2019-07-26T16:45:08.450-07:00,6576700616,2.15.0|4.4.0|staging|25.6.0|2019-07-26T23:36:27Z,44173911486378153582234465531919176798,62032644.1564184672,US,stg.procore.com|US|Resource|Builders Club,stg.procore.com/buildersclub,Default Page,https:,stg.procore.com,/certification,,,Get Your Procore Certification,Default,testid-1234567890,Customer/Collaborator,NAVIGATE,8bf2fe3e-4a2c-48fa-8a5f-d0cc111af53c,Existing,1,stg.procore.com|US|Resource|Certification,Get Your Procore Certification,Default,NAVIGATE,8bf2fe3e-4a2c-48fa-8a5f-d0cc111af53c,Existing,
https://stg.procore.com/construction-financials,procoredev,200,stg.procore.com|US|Product|Construction Financials|Overview,Product|Construction Financials|Overview,stg.procore.com,|||||,Pageview,2019-07-26T16:45:10.778-07:00,5679446295,2.15.0|4.4.0|staging|25.6.0|2019-07-26T23:36:27Z,44173911486378153582234465531919176798,62032644.1564184672,US,stg.procore.com|US|Resource|Certification,stg.procore.com/certification,Overview,https:,stg.procore.com,/construction-financials,,,Construction Financial Management Software | Procore,Default,testid-1234567890,Customer/Collaborator,NAVIGATE,8bf2fe3e-4a2c-48fa-8a5f-d0cc111af53c,Existing,1,stg.procore.com|US|Product|Construction Financials|Overview,Construction Financial Management Software | Procore,Default,NAVIGATE,8bf2fe3e-4a2c-48fa-8a5f-d0cc111af53c,Existing,
https://stg.procore.com/construction-financials/accounting-integrations,procoredev,200,stg.procore.com|US|Product|Construction Financials|Accounting Integrations,Product|Construction Financials|Accounting Integrations,stg.procore.com,|||||,Pageview,2019-07-26T16:45:12.531-07:00,2868344397,2.15.0|4.4.0|staging|25.6.0|2019-07-26T23:36:27Z,44173911486378153582234465531919176798,62032644.1564184672,US,stg.procore.com|US|Product|Construction Financials|Overview,stg.procore.com/construction-financials,Tool,https:,stg.procore.com,/construction-financials/accounting-integrations,,,Construction Accounting Integrations | Procore,Default,testid-1234567890,Customer/Collaborator,NAVIGATE,8bf2fe3e-4a2c-48fa-8a5f-d0cc111af53c,Existing,1,stg.procore.com|US|Product|Construction Financials|Accounting Integrations,Construction Accounting Integrations | Procore,Default,NAVIGATE,8bf2fe3e-4a2c-48fa-8a5f-d0cc111af53c,Existing,
