Test URL (url),Report Suite (rs),Status Code (status),Page Name (pageName),Site Section (ch),Server (server),Campaign (v0),Hit Type (v1),Timestamp (v2),Pageview ID (v3),Library Version (v4),Adobe Analytics ID (v5),Google Analytics ID (v6),Site Country (v7),Previous Page Name (v8),Previous Page URL (v9),Page Type (v10),Page Protocol (v13),Page Domain (v14),Page Path (v15),Page Query String (v16),Page Fragment (v17),Page Document Title (v18),Personalization Variants (v32),Procore ID (v35),Procore User Type (v36),Navigation Type (v37),Tab ID (v38),Tab Type (v39),Tab Count (v40),Redirect Count (event16)
https://stg.procore.com/?utm_medium=Social&utm_source=LinkedIn&utm_campaign=BRD&utm_term=Organic&utm_content=Jobsite_Constructions-up-and-coming-tech,procorestaging,200,stg.procore.com|US|Home,Home,stg.procore.com,|BRD|LinkedIn|Social|Organic|Jobsite_Constructions-up-and-coming-tech,Pageview,2019-07-31T22:10:10.599-07:00,6083392352,2.15.0|4.4.0|staging|25.6.0|2019-08-01T05:03:50Z,,,US,,,Home,https:,stg.procore.com,/,?utm_medium=Social&utm_source=LinkedIn&utm_campaign=BRD&utm_term=Organic&utm_content=Jobsite_Constructions-up-and-coming-tech,,Procore – World's Leading Construction Management Software,Default,,Prospect,NAVIGATE,123b0062-9a62-4609-a0c3-7c140375def7,New,1,
https://stg.procore.com/about,procorestaging,200,stg.procore.com|US|Company|About,Company|About,stg.procore.com,|||||,Pageview,2019-07-31T22:10:23.227-07:00,7718598544,2.15.0|4.4.0|staging|25.6.0|2019-08-01T05:03:50Z,45308589624881343011519527256482478410,2063372176.1564636212,US,stg.procore.com|US|Home,stg.procore.com/,Default Page,https:,stg.procore.com,/about,,,The #1 Most Used Construction Management Software,Default,testid-1234567890,Customer/Collaborator,NAVIGATE,123b0062-9a62-4609-a0c3-7c140375def7,Existing,1,
https://stg.procore.com/blueprint?utm_medium=Social&utm_source=LinkedIn&utm_campaign=BRD&utm_term=Organic&utm_content=Jobsite_Constructions-up-and-coming-tech,procorestaging,200,stg.procore.com|US|Resource|Blueprint,Resource|Blueprint,stg.procore.com,|BRD|LinkedIn|Social|Organic|Jobsite_Constructions-up-and-coming-tech,Pageview,2019-07-31T22:10:27.702-07:00,9089031887,2.15.0|4.4.0|staging|25.6.0|2019-08-01T05:03:50Z,45308589624881343011519527256482478410,2063372176.1564636212,US,stg.procore.com|US|Company|About,stg.procore.com/about,Default Page,https:,stg.procore.com,/blueprint,?utm_medium=Social&utm_source=LinkedIn&utm_campaign=BRD&utm_term=Organic&utm_content=Jobsite_Constructions-up-and-coming-tech,,Award-Winning Customer Implementation and Support,Default,testid-1234567890,Customer/Collaborator,NAVIGATE,123b0062-9a62-4609-a0c3-7c140375def7,Existing,1,
https://stg.procore.com/buildersclub,procorestaging,200,stg.procore.com|US|Resource|Builders Club,Resource|Builders Club,stg.procore.com,|||||,Pageview,2019-07-31T22:10:32.912-07:00,1176529404,2.15.0|4.4.0|staging|25.6.0|2019-08-01T05:03:50Z,45308589624881343011519527256482478410,2063372176.1564636212,US,stg.procore.com|US|Resource|Blueprint,stg.procore.com/blueprint,Default Page,https:,stg.procore.com,/buildersclub,,,Builder's Club - Procore's Rewards Program for Professionals,Default,testid-1234567890,Customer/Collaborator,NAVIGATE,123b0062-9a62-4609-a0c3-7c140375def7,Existing,1,
https://stg.procore.com/certification?utm_medium=Social&utm_source=LinkedIn&utm_campaign=BRD&utm_term=Organic&utm_content=Jobsite_Constructions-up-and-coming-tech,procorestaging,200,stg.procore.com|US|Resource|Certification,Resource|Certification,stg.procore.com,|BRD|LinkedIn|Social|Organic|Jobsite_Constructions-up-and-coming-tech,Pageview,2019-07-31T22:10:37.995-07:00,5488502842,2.15.0|4.4.0|staging|25.6.0|2019-08-01T05:03:50Z,45308589624881343011519527256482478410,2063372176.1564636212,US,stg.procore.com|US|Resource|Builders Club,stg.procore.com/buildersclub,Default Page,https:,stg.procore.com,/certification,?utm_medium=Social&utm_source=LinkedIn&utm_campaign=BRD&utm_term=Organic&utm_content=Jobsite_Constructions-up-and-coming-tech,#fragment,Get Your Procore Certification,Default,testid-1234567890,Customer/Collaborator,NAVIGATE,123b0062-9a62-4609-a0c3-7c140375def7,Existing,1,
https://stg.procore.com/construction-financials,procorestaging,200,stg.procore.com|US|Product|Construction Financials|Overview,Product|Construction Financials|Overview,stg.procore.com,|||||,Pageview,2019-07-31T22:10:41.62-07:00,7385021347,2.15.0|4.4.0|staging|25.6.0|2019-08-01T05:03:50Z,45308589624881343011519527256482478410,2063372176.1564636212,US,stg.procore.com|US|Resource|Certification,stg.procore.com/certification,Overview,https:,stg.procore.com,/construction-financials,,#fragment,Construction Financial Management Software | Procore,Default,testid-1234567890,Customer/Collaborator,NAVIGATE,123b0062-9a62-4609-a0c3-7c140375def7,Existing,1,
https://stg.procore.com/construction-financials/accounting-integrations,procorestaging,200,stg.procore.com|US|Product|Construction Financials|Accounting Integrations,Product|Construction Financials|Accounting Integrations,stg.procore.com,|||||,Pageview,2019-07-31T22:10:49.52-07:00,2006860943,2.15.0|4.4.0|staging|25.6.0|2019-08-01T05:03:50Z,45308589624881343011519527256482478410,2063372176.1564636212,US,stg.procore.com|US|Product|Construction Financials|Overview,stg.procore.com/construction-financials,Tool,https:,stg.procore.com,/construction-financials/accounting-integrations,,,Construction Accounting Integrations | Procore,Default,testid-1234567890,Customer/Collaborator,NAVIGATE,123b0062-9a62-4609-a0c3-7c140375def7,Existing,1,
https://stg.procore.com/demo,procorestaging,200,stg.procore.com|US|Marketing|Demo,Marketing|Demo,stg.procore.com,|||||,Pageview,2019-07-31T22:10:52.637-07:00,7953501433,2.15.0|4.4.0|staging|25.6.0|2019-08-01T05:03:50Z,45308589624881343011519527256482478410,2063372176.1564636212,US,stg.procore.com|US|Product|Construction Financials|Accounting Integrations,stg.procore.com/construction-financials/accounting-integrations,Demo Page,https:,stg.procore.com,/demo,,,Request a Demo | Procore,Default,testid-1234567890,Customer/Collaborator,NAVIGATE,123b0062-9a62-4609-a0c3-7c140375def7,Existing,1,
https://stg.procore.com/continuing-education,procorestaging,200,stg.procore.com|US|Resource|Continuing Education,Resource|Continuing Education,stg.procore.com,|||||,Pageview,2019-07-31T22:10:58.991-07:00,5348124708,2.15.0|4.4.0|staging|25.6.0|2019-08-01T05:03:50Z,45308589624881343011519527256482478410,2063372176.1564636212,US,stg.procore.com|US|Marketing|Demo,stg.procore.com/demo,Default Page,https:,stg.procore.com,/continuing-education,,,Obtain Free Continuing Education Units Through Procore,Default,testid-1234567890,Customer/Collaborator,NAVIGATE,123b0062-9a62-4609-a0c3-7c140375def7,Existing,1,
https://stg.procore.com/demo,procorestaging,200,stg.procore.com|US|Marketing|Demo,Marketing|Demo,stg.procore.com,|||||,Pageview,2019-07-31T22:11:05.38-07:00,5150653198,2.15.0|4.4.0|staging|25.6.0|2019-08-01T05:03:50Z,45308589624881343011519527256482478410,2063372176.1564636212,US,stg.procore.com|US|Resource|Continuing Education,stg.procore.com/continuing-education,Demo Page,https:,stg.procore.com,/demo,,,Request a Demo | Procore,Default,testid-1234567890,Customer/Collaborator,NAVIGATE,123b0062-9a62-4609-a0c3-7c140375def7,Existing,1,
